"zbs_residencia_cd"|"ccaa_cd"|"codatzbs"|"n_zbs"
"0212"|"ES52"|"50212"|"EL GRAO CASTELLON"
"0213"|"ES52"|"50213"|"LUCENA"
"0214"|"ES52"|"50214"|"VALL D'ALBA"
"0215"|"ES52"|"50215"|"VILLAFRANCA DEL CID"
"0216"|"ES52"|"50216"|"COVES DE VINROMA"
"0217"|"ES52"|"50217"|"TORREBLANCA"
"0302"|"ES52"|"50302"|"BETXI"
"0303"|"ES52"|"50303"|"BURRIANA"
"0304"|"ES52"|"50304"|"MONTANEJOS"
"0305"|"ES52"|"50305"|"NULES"
"0306"|"ES52"|"50306"|"ONDA"
"0307"|"ES52"|"50307"|"TALES"
"0308"|"ES52"|"50308"|"LA VALL D'UIXO"
"0309"|"ES52"|"50309"|"CARINYENA"
"0301"|"ES52"|"50301"|"ARTANA"
"0401"|"ES52"|"50401"|"ALMENARA"
"0402"|"ES52"|"50402"|"ESTIVELLA"
"0403"|"ES52"|"50403"|"FAURA"
"0404"|"ES52"|"50404"|"PUZOL"
"0405"|"ES52"|"50405"|"PUERTO DE SAGUNTO"
"0406"|"ES52"|"50406"|"EL PUIG"
"0407"|"ES52"|"50407"|"SAGUNTO"
"0408"|"ES52"|"50408"|"SEGORBE"
"0409"|"ES52"|"50409"|"VIVER"
"0410"|"ES52"|"50410"|"SONEJA"
"0501"|"ES52"|"50501"|"ALBORAIA"
"0502"|"ES52"|"50502"|"ALMASSERA"
"0503"|"ES52"|"50503"|"FOIOS"
"0504"|"ES52"|"50504"|"MASSAMAGRELL"
"0505"|"ES52"|"50505"|"MELIANA"
"0506"|"ES52"|"50506"|"MUSEROS"
"0507"|"ES52"|"50507"|"RAFELBUNYOL"
"0508"|"ES52"|"50508"|"TAVERNES BLANQUES"
"0509"|"ES52"|"50509"|"VALENCIA-BENIMACLET"
"0510"|"ES52"|"50510"|"VALENCIA-SALVADOR PAU"
"0511"|"ES52"|"50511"|"VALENCIA-SERRERIA 2"
"0512"|"ES52"|"50512"|"VALENCIA-REPUBLICA ARGENTINA"
"0513"|"ES52"|"50513"|"VALENCIA-TRAFALGAR"
"0514"|"ES52"|"50514"|"VALENCIA-MALVA-ROSA"
"0515"|"ES52"|"50515"|"VALENCIA-SERRERIA 1"
"0516"|"ES52"|"50516"|"VALENCIA-NAZARET"
"0601"|"ES52"|"50601"|"ADEMUZ"
"0602"|"ES52"|"50602"|"BENAGUACIL"
"0603"|"ES52"|"50603"|"BENIMAMET"
"0604"|"ES52"|"50604"|"BETERA"
"0605"|"ES52"|"50605"|"BURJASSOT 2"
"0606"|"ES52"|"50606"|"CHELVA"
"0607"|"ES52"|"50607"|"L'ELIANA"
"0608"|"ES52"|"50608"|"GODELLA"
"0609"|"ES52"|"50609"|"LLIRIA"
"0610"|"ES52"|"50610"|"MONCADA"
"0611"|"ES52"|"50611"|"PATERNA"
"0612"|"ES52"|"50612"|"LA POBLA DE VALLBONA"
"0614"|"ES52"|"50614"|"TITAGUAS"
"0615"|"ES52"|"50615"|"VILAMARXANT"
"0616"|"ES52"|"50616"|"VILLAR DEL ARZOBISPO"
"0617"|"ES52"|"50617"|"PEDRALBA"
"0708"|"ES52"|"50708"|"VALENCIA-CAMPANAR"
"0709"|"ES52"|"50709"|"VALENCIA-JUST RAMIREZ"
"0710"|"ES52"|"50710"|"VALENCIA-TRINITAT"
"0711"|"ES52"|"50711"|"VALENCIA-BENICALAP"
"0712"|"ES52"|"50712"|"VALENCIA-SALVADOR ALLENDE"
"0713"|"ES52"|"50713"|"VALENCIA-JUAN XXIII"
"0714"|"ES52"|"50714"|"ALBAL"
"0715"|"ES52"|"50715"|"ALCACER"
"0716"|"ES52"|"50716"|"CATARROJA"
"0717"|"ES52"|"50717"|"MASSANASSA"
"0718"|"ES52"|"50718"|"SILLA"
"0801"|"ES52"|"50801"|"AYORA"
"0802"|"ES52"|"50802"|"CAUDETE DE LAS FUENTES"
"0803"|"ES52"|"50803"|"COFRENTES"
"0804"|"ES52"|"50804"|"REQUENA"
"0805"|"ES52"|"50805"|"UTIEL"
"0901"|"ES52"|"50901"|"ALAQUAS"
"0903"|"ES52"|"50903"|"MONTSERRAT"
"0904"|"ES52"|"50904"|"PAIPORTA"
"0905"|"ES52"|"50905"|"PICANYA"
"0906"|"ES52"|"50906"|"PICASSENT"
"0907"|"ES52"|"50907"|"TORRENT2"
"0908"|"ES52"|"50908"|"TORRENT"
"0909"|"ES52"|"50909"|"XIRIVELLA"
"0910"|"ES52"|"50910"|"VALENCIA-NAPOLES Y SICILIA"
"0911"|"ES52"|"50911"|"VALENCIA-GUILLEM DE CASTRO"
"0912"|"ES52"|"50912"|"VALENCIA-GIL Y MORTE"
"0913"|"ES52"|"50913"|"VALENCIA-PINTOR STOLZ"
"0914"|"ES52"|"50914"|"VALENCIA-VIRGEN DE LA FUENSANTA"
"0915"|"ES52"|"50915"|"VALENCIA-SAN ISIDRO"
"1003"|"ES52"|"51003"|"ALFAFAR"
"1004"|"ES52"|"51004"|"BENETUSSER"
"1007"|"ES52"|"51007"|"SEDAVI"
"1009"|"ES52"|"51009"|"VALENCIA-RUZAFA"
"1010"|"ES52"|"51010"|"VALENCIA-LUIS OLIAG"
"1011"|"ES52"|"51011"|"VALENCIA-PADRE JOFRE"
"1012"|"ES52"|"51012"|"VALENCIA-PLAZA SEGOVIA"
"1013"|"ES52"|"51013"|"VALENCIA-I.J. BENLLOCH"
"1014"|"ES52"|"51014"|"VALENCIA-FUENTE SAN LUIS"
"1015"|"ES52"|"51015"|"VALENCIA-SAN MARCELINO"
"1016"|"ES52"|"51016"|"CASTELLAR-OLIVERAL"
"1101"|"ES52"|"51101"|"ALBERIC"
"1102"|"ES52"|"51102"|"ALZIRA"
"1103"|"ES52"|"51103"|"CORBERA"
"1104"|"ES52"|"51104"|"L'ALCUDIA"
"1105"|"ES52"|"51105"|"ALGEMESI 1"
"1106"|"ES52"|"51106"|"ALGINET"
"1107"|"ES52"|"51107"|"BENIFAIO"
"1108"|"ES52"|"51108"|"CARCAIXENT"
"1109"|"ES52"|"51109"|"CARLET"
"1110"|"ES52"|"51110"|"CULLERA"
"1111"|"ES52"|"51111"|"SUECA"
"1201"|"ES52"|"51201"|"BELLREGUARD"
"1202"|"ES52"|"51202"|"CASTELLO DE RUGAT"
"1203"|"ES52"|"51203"|"GANDIA-COREA"
"1204"|"ES52"|"51204"|"GANDIA 1-BENIOPA"
"1205"|"ES52"|"51205"|"GRAU DE GANDIA"
"1206"|"ES52"|"51206"|"OLIVA"
"1207"|"ES52"|"51207"|"VILALLONGA"
"1208"|"ES52"|"51208"|"TAVERNES DE VALLDIGNA"
"1301"|"ES52"|"51301"|"BENISSA"
"1302"|"ES52"|"51302"|"CALP"
"1303"|"ES52"|"51303"|"DENIA"
"1304"|"ES52"|"51304"|"GATA DE GORGOS"
"1305"|"ES52"|"51305"|"XABIA 1"
"1306"|"ES52"|"51306"|"ONDARA"
"1307"|"ES52"|"51307"|"ORBA"
"1308"|"ES52"|"51308"|"PEDREGUER"
"1309"|"ES52"|"51309"|"PEGO I LES VALLS"
"1310"|"ES52"|"51310"|"TEULADA"
"1311"|"ES52"|"51311"|"EL VERGER"
"1401"|"ES52"|"51401"|"ALBAIDA"
"1402"|"ES52"|"51402"|"ALCUDIA DE CRESPINS"
"1403"|"ES52"|"51403"|"BENIGANIM"
"1404"|"ES52"|"51404"|"BOCAIRENT"
"1405"|"ES52"|"51405"|"CANALS"
"1406"|"ES52"|"51406"|"CARCER"
"1407"|"ES52"|"51407"|"XELLA"
"1408"|"ES52"|"51408"|"ENGUERA"
"1409"|"ES52"|"51409"|"LLUTXENT"
"1410"|"ES52"|"51410"|"LA POBLA LLARGA"
"1411"|"ES52"|"51411"|"MOIXENT"
"1412"|"ES52"|"51412"|"NAVARRES"
"1413"|"ES52"|"51413"|"L'OLLERIA"
"1414"|"ES52"|"51414"|"ONTINYENT 2"
"1415"|"ES52"|"51415"|"VILLANUEVA DE CASTELLON"
"1416"|"ES52"|"51416"|"XATIVA 1"
"1417"|"ES52"|"51417"|"LLOSA DE RANES"
"1501"|"ES52"|"51501"|"ALCOI-PLACA DE DINS"
"1502"|"ES52"|"51502"|"ALCOI-LA FABRICA"
"1503"|"ES52"|"51503"|"ALCOI-LA BASSA"
"1504"|"ES52"|"51504"|"BANYERES"
"1505"|"ES52"|"51505"|"BENILLOBA"
"1506"|"ES52"|"51506"|"CASTALLA"
"1507"|"ES52"|"51507"|"COCENTAINA"
"1508"|"ES52"|"51508"|"IBI"
"1509"|"ES52"|"51509"|"MURO"
"1510"|"ES52"|"51510"|"ONIL"
"1601"|"ES52"|"51601"|"L'ALFAS DEL PI"
"1602"|"ES52"|"51602"|"ALTEA"
"1603"|"ES52"|"51603"|"RINCON DE LOIX"
"1604"|"ES52"|"51604"|"BENIDORM 1 LES FOIETES"
"1605"|"ES52"|"51605"|"CALLOSA D'EN SARRIA"
"1606"|"ES52"|"51606"|"LA NUCIA"
"1607"|"ES52"|"51607"|"LA VILA JOIOSA"
"1701"|"ES52"|"51701"|"ALICANTE-PORTUGAL"
"1702"|"ES52"|"51702"|"ALICANTE-SANTA FAZ-AYTO"
"1703"|"ES52"|"51703"|"ALICANTE-HOSP. PROVINCIAL-PLA"
"1704"|"ES52"|"51704"|"ALICANTE-JUAN XXIII"
"1705"|"ES52"|"51705"|"ALICANTE-CABO LAS HUERTAS"
"1706"|"ES52"|"51706"|"CAMPELLO"
"1707"|"ES52"|"51707"|"JIJONA"
"1708"|"ES52"|"51708"|"MUCHAMIEL"
"1709"|"ES52"|"51709"|"SAN JUAN"
"1802"|"ES52"|"51802"|"BIAR"
"1803"|"ES52"|"51803"|"ELDA-MARINA ESPANOLA"
"1804"|"ES52"|"51804"|"ELDA 2-ACACIAS"
"1805"|"ES52"|"51805"|"MONOVAR"
"1806"|"ES52"|"51806"|"NOVELDA"
"1807"|"ES52"|"51807"|"PETRER"
"1808"|"ES52"|"51808"|"PINOSO"
"1809"|"ES52"|"51809"|"SAX"
"1810"|"ES52"|"51810"|"VILLENA 1"
"1901"|"ES52"|"51901"|"CAMPOAMOR"
"1902"|"ES52"|"51902"|"ALICANTE-BABEL"
"1903"|"ES52"|"51903"|"ALICANTE-FLORIDA"
"1904"|"ES52"|"51904"|"ALICANTE-SAN BLAS"
"1905"|"ES52"|"51905"|"ALICANTE-LOS ANGELES"
"1906"|"ES52"|"51906"|"PARQUE LO MORANT"
"1907"|"ES52"|"51907"|"ALICANTE-CIUDAD JARDIN"
"1909"|"ES52"|"51909"|"MONFORTE DEL CID"
"1910"|"ES52"|"51910"|"SAN VICENTE DEL RASPEIG"
"2004"|"ES52"|"52004"|"ELX-RAVAL-CENTRO"
"2005"|"ES52"|"52005"|"ELX-ALTABIX"
"2006"|"ES52"|"52006"|"ELX-EL PLA"
"2008"|"ES52"|"52008"|"ELX-SAN FERMIN"
"2009"|"ES52"|"52009"|"ELX-TORRELLANO"
"2010"|"ES52"|"52010"|"SANTA POLA"
"2101"|"ES52"|"52101"|"ALBATERA"
"2102"|"ES52"|"52102"|"ALMORADI"
"2103"|"ES52"|"52103"|"BIGASTRO"
"2104"|"ES52"|"52104"|"CALLOSA DE SEGURA"
"2105"|"ES52"|"52105"|"DOLORES"
"2106"|"ES52"|"52106"|"ORIHUELA 1"
"2107"|"ES52"|"52107"|"ORIHUELA 2 DR ALVAREZ DE LA RIVA"
"2201"|"ES52"|"52201"|"GUARDAMAR DEL SEGURA"
"2202"|"ES52"|"52202"|"ROJALES"
"2203"|"ES52"|"52203"|"TORREVIEJA 1 LA LOMA"
"2204"|"ES52"|"52204"|"PILAR DE LA  HORADADA"
"2205"|"ES52"|"52205"|"SAN MIGUEL DE LAS SALINAS"
"2301"|"ES52"|"52301"|"ALDAIA"
"2302"|"ES52"|"52302"|"BUNOL"
"2303"|"ES52"|"52303"|"CHESTE"
"2304"|"ES52"|"52304"|"CHIVA"
"2305"|"ES52"|"52305"|"MANISES"
"2306"|"ES52"|"52306"|"QUART DE POBLET"
"2307"|"ES52"|"52307"|"RIBA-ROJA DE TURIA"
"2308"|"ES52"|"52308"|"TURIS"
"2309"|"ES52"|"52309"|"MISLATA"
"2401"|"ES52"|"52401"|"ASPE"
"2402"|"ES52"|"52402"|"CREVILLENT"
"2403"|"ES52"|"52403"|"EL TOSCAR (ELX)"
"2404"|"ES52"|"52404"|"CARRUS (ELX)"
"2405"|"ES52"|"52405"|"SAPENA (ELX)"
"2406"|"ES52"|"52406"|"EL PLA (VINALOPO)"
"1908"|"ES52"|"51908"|"AGOST"
